 Position , Forename , Surname , Height , Weight , Standing , Skill , Potential , Team , Games , Catches , Yards , TDs , YPC ," YPG
"
WR,Michael,Smith,6 - 4,211,So,2.0,2.0,Ole Miss,1,2,25,1,12.50,"25.00
"
TE,Sal,Deniglio,6 - 5,247,(So),3.0,4.0,Florida,7,44,483,6,10.98,"69.00
"
WR,Dallas,Johnston,6 - 4,210,So,2.0,2.5,California,4,13,167,2,12.85,"41.75
"
TE,Miguel,Hayes,6 - 3,225,Sr,1.5,1.5,Wyoming,1,1,5,0,5.00,"5.00
"
WR,Chris,Henley,6 - 4,215,Jr,3.0,3.0,Oklahoma State,3,8,140,2,17.50,"46.67
"
WR,James,Richardson,6 - 0,156,So,2.0,4.5,Mississippi State,7,21,275,3,13.10,"39.29
"
WR,John,Lang,5 - 10,177,Fr,1.0,3.5,San Jose State,2,16,220,1,13.75,"110.00
"
RB,Ben,Offerdahl,5 - 11,189,(Jr),5.0,5.0,Auburn,1,1,38,1,38.00,"38.00
"
WR,Adrian,Jankowski,6 - 4,194,(So),4.5,4.5,Texas A&M,10,79,978,4,12.38,"97.80
"
TE,Quentus,Claxton,6 - 2,235,(Sr),3.5,3.5,Virginia,10,61,709,6,11.62,"70.90
"
RB,Bobby,Huffman,5 - 11,224,Jr,2.5,3.5,Northern Illinois,1,2,40,1,20.00,"40.00
"
WR,Monte,Jackson,78,227,So,2.5,5.0,Miami FL,7,15,308,1,20.53,"44.00
"
WR,Joshua,Barbour,6 - 1,184,Fr,1.0,3.5,Pittsburgh,3,14,133,3,9.50,"44.33
"
RB,Adrian,Robinson,5 - 11,203,Jr,4.5,4.5,Houston,5,16,242,5,15.12,"48.40
"
WR,Al,Divito,6 - 0,186,Sr,5.0,5.0,Georgia,13,38,596,0,15.68,"45.85
"
WR,Mark,Huffman,6 - 6,194,(Jr),1.0,1.5,Marshall,2,3,47,1,15.67,"23.50
"
WR,Jack,Phillips,75,203,So,1.5,2.5,West Virginia,6,17,209,3,12.29,"34.83
"
WR,Chris,Clements,6 - 2,166,Sr,3.0,3.0,Virginia Tech,11,33,485,1,14.70,"44.09
"
WR,E.J.,Steed,6 - 2,217,Jr,4.0,4.0,Arkansas,10,99,1243,9,12.56,"124.30
"
TE,Mendy,Pickering,6 - 6,198,Fr,3.0,3.5,Vanderbilt,5,12,147,3,12.25,"29.40
"
TE,Byron,Ingram,6 - 3,251,Sr,2.5,2.5,Ball State,9,21,302,3,14.38,"33.56
"
RB,Don,Bryant,5 - 8,186,(Sr),4.5,4.5,Florida State,2,3,93,1,31.00,"46.50
"
WR,Fred,Green,6 - 0,207,(So),2.5,3.5,Hawaii,2,7,77,0,11.00,"38.50
"
WR,Bruce,Riley,6 - 1,219,(Fr),2.5,4.5,Notre Dame,7,22,302,4,13.73,"43.14
"
TE,Charles,Williams,6 - 8,231,(Jr),4.0,4.0,Maryland,7,20,258,4,12.90,"36.86
"
WR,Merle,Valdez,5 - 9,159,(Jr),3.0,3.0,Air Force,7,15,197,0,13.13,"28.14
"
TE,Brian,Becker,6 - 3,216,Fr,1.5,4.0,Connecticut,9,30,399,5,13.30,"44.33
"
RB,Joseph,Bowen,5 - 9,185,(Sr),5.0,5.0,Purdue,2,5,74,1,14.80,"37.00
"
WR,William,Gibbs,5 - 8,170,Sr,3.5,3.5,Utah,13,31,437,3,14.10,"33.62
"
WR,Lamont,Montgomery,6 - 5,234,Fr,2.0,3.5,Kansas,3,9,106,2,11.78,"35.33
"
WR,Andrew,Herrmann,6 - 2,178,So,2.0,3.0,TCU,5,12,145,3,12.08,"29.00
"
WR,Anthony,Brady,6 - 1,204,Sr,2.0,2.0,New Mexico,12,27,488,3,18.07,"40.67
"
TE,Rolando,Dodson,6 - 6,227,Fr,1.5,3.0,Bowling Green,6,12,151,1,12.58,"25.17
"
WR,Charlie,Warren,6 - 1,216,Jr,3.0,3.0,Iowa State,3,5,52,0,10.40,"17.33
"
WR,Everett,Tipton,6 - 0,203,So,2.0,3.0,TCU,3,10,98,2,9.80,"32.67
"
FB,Marlon,McKenzie,6 - 0,216,(So),4.5,4.5,Pittsburgh,1,1,5,1,5.00,"5.00
"
WR,Larry,Clark,5 - 11,201,(Sr),3.0,3.0,Kansas,11,32,438,3,13.69,"39.82
"
FB,Mike,Carr,6 - 0,198,Sr,4.0,4.0,SMU,1,1,19,0,19.00,"19.00
"
WR,Kevin,Gillespie,6 - 1,184,Sr,1.5,1.5,Toledo,3,8,104,3,13.00,"34.67
"
WR,Reggie,Kendall,6 - 4,185,Sr,3.5,3.5,Washington State,12,195,1062,5,5.45,"88.50
"
TE,Joshua,Richardson,6 - 1,226,Jr,1.5,2.5,Ball State,4,7,91,0,13.00,"22.75
"
WR,Rashad,Azumah,6 - 1,192,(So),3.5,4.0,Nebraska,11,52,808,2,15.54,"73.45
"
TE,Jason,McClairen,6 - 4,220,(Jr),5.0,5.0,Texas A&M,5,39,448,6,11.49,"89.60
"
WR,Ryan,Chapman,6 - 4,215,So,2.0,3.0,Nebraska,2,4,59,1,14.75,"29.50
"
WR,Angelo,Smith,6 - 3,216,So,2.0,3.0,Rutgers,7,17,209,3,12.29,"29.86
"
WR,Christopher,Ford,5 - 9,166,(Sr),3.5,3.5,Utah,13,43,712,2,16.56,"54.77
"
TE,Steven,Medina,6 - 2,256,So,4.0,4.0,Arizona State,4,8,106,0,13.25,"26.50
"
WR,Bryant,Thomas,6 - 3,174,Sr,2.5,2.5,Texas,1,4,51,0,12.75,"51.00
"
TE,Grover,Shaffer,6 - 4,260,So,3.0,3.0,Kansas State,4,7,81,0,11.57,"20.25
"
RB,Calvin,Jones,6 - 4,208,(So),4.0,4.0,Georgia Tech,1,4,48,1,12.00,"48.00
"
WR,John,Foster,6 - 1,196,Jr,1.0,1.5,Ohio,4,15,180,2,12.00,"45.00
"
WR,Chip,Johnson,6 - 3,188,(Jr),4.5,4.5,Oregon,9,28,414,3,14.79,"46.00
"
RB,Cory,Day,5 - 10,172,(Jr),3.5,3.5,Rutgers,1,3,60,0,20.00,"60.00
"
TE,Raymond,Henry,6 - 0,228,(Sr),3.0,3.0,Utah,5,10,159,3,15.90,"31.80
"
WR,Jamal,Brunell,6 - 4,171,(Jr),5.0,5.0,Notre Dame,15,60,1004,3,16.73,"66.93
"
WR,Jonathon,Robinson,6 - 2,164,Sr,4.0,4.0,Kansas,11,41,696,3,16.98,"63.27
"
WR,Arturo,Beckham,6 - 1,176,(Fr),4.5,4.5,Arizona State,12,67,484,1,7.22,"40.33
"
RB,Bradley,Cooley,5 - 11,198,(Jr),4.5,4.5,TCU,1,1,19,0,19.00,"19.00
"
WR,Kenneth,Ragland,6 - 6,179,(Fr),1.0,1.5,Wyoming,2,2,29,0,14.50,"14.50
"
WR,Jermaine,Bishop,6 - 4,194,Jr,4.5,4.5,Pittsburgh,11,85,1126,7,13.25,"102.36
"
WR,William,Moore,6 - 1,173,(Fr),2.5,4.5,Boston College,3,9,119,2,13.22,"39.67
"
TE,James,Shipman,6 - 4,221,Sr,3.5,3.5,Oregon State,9,17,210,1,12.35,"23.33
"
WR,Jesse,Scott,5 - 11,179,(Jr),4.0,4.0,Purdue,5,15,203,4,13.53,"40.60
"
??,Justin,Gugliemi,? - ??,???,(??),??,??,Georgia State,1,2,22,1,11.00,"22.00
"
TE,Nathan,Fournier,6 - 5,253,So,2.5,3.5,Georgia Tech,1,6,55,1,9.17,"55.00
"
WR,Geno,Parker,6 - 0,159,Jr,2.5,2.5,Oregon,1,1,13,0,13.00,"13.00
"
TE,Filip,Hundon,6 - 8,231,Sr,3.0,4.5,Louisville,3,21,199,2,9.48,"66.33
"
FB,Guy,Singleton,6 - 2,214,(So),1.5,2.5,Temple,1,1,2,0,2.00,"2.00
"
WR,Juan,Cox,6 - 1,178,Sr,3.0,3.0,Ohio,11,51,788,4,15.45,"71.64
"
WR,Herschel,Lindsey,6 - 3,185,(Jr),2.5,3.0,Ball State,5,14,215,1,15.36,"43.00
"
TE,Brian,Walls,6 - 3,231,So,1.5,2.5,Hawaii,1,8,50,0,6.25,"50.00
"
WR,Kevin,Leo,5 - 9,187,(Sr),3.0,3.0,Alabama,1,1,23,0,23.00,"23.00
"
RB,Ethan,Blake,6 - 0,193,(Jr),3.5,3.5,Texas A&M,2,5,62,2,12.40,"31.00
"
TE,William,Hobbs,6 - 2,230,Jr,1.5,2.0,Central Michigan,1,2,19,0,9.50,"19.00
"
WR,Vernon,Pinto,6 - 4,180,Sr,2.5,2.5,Toledo,11,33,452,4,13.70,"41.09
"
WR,Lawyer,Henry,6 - 5,183,(Sr),3.0,3.0,Houston,8,27,358,2,13.26,"44.75
"
WR,Evan,Medley,6 - 1,197,Fr,1.5,4.5,North Carolina,5,26,398,5,15.31,"79.60
"
RB,Rich,Dilger,6 - 0,181,(Jr),3.0,3.0,Arkansas,1,5,55,1,11.00,"55.00
"
TE,Ernie,Bryant,6 - 5,242,Jr,3.0,3.0,Cincinnati,3,7,132,0,18.86,"44.00
"
RB,James,Waite,6 - 1,179,Sr,2.5,2.5,Central Michigan,1,3,38,0,12.67,"38.00
"
WR,Michael,Hawkins,5 - 9,196,Sr,5.0,5.0,Florida,10,86,990,9,11.51,"99.00
"
WR,Willie,Williams,6 - 3,196,(Sr),3.0,3.0,USC,5,24,292,5,12.17,"58.40
"
WR,Mike,Jones,6 - 2,186,(Fr),2.0,3.0,Oregon,6,18,267,2,14.83,"44.50
"
WR,Peter,Marsh,6 - 4,215,(Fr),2.0,4.0,SMU,10,30,383,0,12.77,"38.30
"
WR,Lenny,Knott,6 - 1,180,Sr,4.0,4.0,Washington,7,23,311,1,13.52,"44.43
"
WR,Timothy,McClain,6 - 4,187,Jr,1.0,2.0,Utah State,7,13,171,1,13.15,"24.43
"
TE,Matt,Thomas,6 - 3,219,(Jr),4.5,4.5,Hawaii,9,48,555,9,11.56,"61.67
"
TE,Charles,Casey,6 - 4,248,Jr,1.5,2.5,Akron,5,7,119,0,17.00,"23.80
"
TE,Paul,Rector,6 - 3,243,So,2.0,3.5,Arkansas,8,53,585,10,11.04,"73.12
"
WR,Jerome,Banks,6 - 1,164,(Jr),3.5,3.5,Miami FL,13,39,516,7,13.23,"39.69
"
WR,Kevin,Garvin,6 - 4,224,Fr,2.5,5.0,Boise State,5,8,105,1,13.12,"21.00
"
??,Donald,Wards,? - ??,???,(??),??,??,USC,1,1,63,0,63.00,"63.00
"
WR,Paul,Robinson,5 - 11,160,So,2.5,4.0,UCLA,7,39,472,4,12.10,"67.43
"
RB,Clayton,Gorman,5 - 9,192,Sr,4.5,4.5,Cincinnati,2,8,167,2,20.88,"83.50
"
WR,Patrick,Stuvaints,6 - 0,216,(So),3.5,3.5,Colorado,9,22,313,2,14.23,"34.78
"
TE,Jeffrey,Long,6 - 8,249,Jr,2.5,3.5,Ohio,8,28,397,5,14.18,"49.62
"
WR,Sid,Wilson,6 - 1,205,(Sr),4.5,4.5,Stanford,13,61,970,7,15.90,"74.62
"
WR,Harold,Rice,6 - 2,169,So,2.5,2.5,Navy,3,5,66,0,13.20,"22.00
"
WR,Tommy,Pottios,6 - 6,183,(Jr),5.0,5.0,Georgia Tech,13,88,930,3,10.57,"71.54
"
WR,Dillon,Wolff,6 - 0,162,Fr,1.0,3.0,Connecticut,7,21,276,5,13.14,"39.43
"
WR,Stan,Scott,5 - 11,188,Jr,1.0,2.0,Akron,2,3,38,0,12.67,"19.00
"
WR,Frisman,Edelman,6 - 2,169,(Jr),3.5,3.5,Arkansas,5,41,461,5,11.24,"92.20
"
WR,Larry,Singleton,5 - 10,176,(Sr),2.5,2.5,San Diego State,4,9,135,2,15.00,"33.75
"
WR,William,Doherty,6 - 6,228,(Fr),3.5,5.0,USC,12,106,1281,9,12.08,"106.75
"
WR,Jeffrey,McNeill,5 - 9,195,Sr,2.5,2.5,Illinois,10,24,314,0,13.08,"31.40
"
TE,Andre,Blade,6 - 1,230,(Jr),3.5,3.5,West Virginia,2,4,54,0,13.50,"27.00
"
WR,R.J.,Smith,6 - 1,199,Sr,4.0,4.0,Georgia State,12,35,532,3,15.20,"44.33
"
WR,Robert,Crockett,5 - 11,199,Jr,3.5,3.5,Fresno State,11,76,945,10,12.43,"85.91
"
TE,Robert,Ford,6 - 4,232,Jr,3.5,4.0,Minnesota,2,4,42,2,10.50,"21.00
"
WR,Darrell,Moses,6 - 5,176,(Jr),3.0,3.0,Clemson,5,16,215,2,13.44,"43.00
"
WR,Rentavious,Jackson,6 - 2,167,(So),3.0,3.0,Ohio State,9,31,379,4,12.23,"42.11
"
TE,Patrick,Stehl,6 - 5,245,(So),3.0,4.0,Illinois,6,10,108,1,10.80,"18.00
"
TE,Jamel,Pressley,6 - 1,231,Fr,3.0,3.0,Air Force,2,2,42,0,21.00,"21.00
"
RB,Kern,Trapp,5 - 8,177,(Sr),4.0,4.0,Washington,4,11,153,3,13.91,"38.25
"
TE,Jeffrey,Jackson,6 - 3,230,Jr,2.5,4.0,Kent State,3,6,66,0,11.00,"22.00
"
TE,Oliver,Hammond,6 - 5,253,(Fr),2.0,3.0,Notre Dame,3,6,76,1,12.67,"25.33
"
WR,Jacky,Walters,5 - 11,179,(Sr),4.5,4.5,Texas,14,57,767,4,13.46,"54.79
"
TE,Thomas,Johnson,6 - 2,218,(So),2.0,2.5,Utah State,9,22,287,1,13.05,"31.89
"
WR,Tyrone,Cunningham,6 - 0,222,(So),3.5,4.5,Arizona,12,51,755,8,14.80,"62.92
"
TE,Raymond,Rivera,6 - 3,253,So,1.0,4.0,Rutgers,1,1,24,0,24.00,"24.00
"
WR,Kevin,McMullen,6 - 1,153,So,2.0,4.5,Mississippi State,11,45,734,7,16.31,"66.73
"
WR,Elliot,Preston,6 - 4,234,Fr,1.5,3.0,Purdue,1,1,19,1,19.00,"19.00
"
WR,Justin,McCain,6 - 2,181,Fr,3.0,4.5,North Carolina,10,60,750,6,12.50,"75.00
"
WR,George,Randolph,6 - 3,190,Jr,1.5,2.5,San Jose State,1,7,73,1,10.43,"73.00
"
TE,Jeremiah,Carrillo,6 - 2,234,Fr,1.0,3.5,Virginia,1,3,41,0,13.67,"41.00
"
TE,Raymundo,Davis,6 - 4,231,(Jr),3.5,3.5,Kentucky,5,20,253,4,12.65,"50.60
"
TE,Stanley,Groth,6 - 5,214,Sr,3.0,3.0,Wisconsin,10,34,436,6,12.82,"43.60
"
TE,Michael,Lucas,6 - 1,237,So,2.0,3.0,Florida State,1,1,18,0,18.00,"18.00
"
WR,Scott,Whitfield,6 - 4,184,(Jr),3.0,3.0,Army,5,16,201,0,12.56,"40.20
"
WR,Dustin,Clement,6 - 5,218,So,1.5,2.5,ECU,3,7,65,2,9.29,"21.67
"
TE,Edward,McGee,6 - 2,234,Sr,3.5,3.5,Cincinnati,10,43,666,9,15.49,"66.60
"
TE,Robert,Campbell,6 - 3,228,Sr,2.0,2.0,Duke,4,25,265,2,10.60,"66.25
"
TE,Ruben,Bowman,6 - 1,231,(Jr),4.0,4.0,Northwestern,6,16,191,0,11.94,"31.83
"
TE,Martin,Collins,6 - 2,238,Sr,3.5,3.5,New Mexico,9,16,201,0,12.56,"22.33
"
WR,Mark,Riggs,6 - 2,191,(Jr),3.0,3.0,Marshall,13,50,816,5,16.32,"62.77
"
WR,Cyrus,Crabtree,6 - 4,206,Fr,1.0,3.5,UCF,2,4,39,0,9.75,"19.50
"
TE,David,Murray,6 - 4,243,So,2.0,3.5,Missouri,1,1,2,1,2.00,"2.00
"
WR,Jaheim,Lemons,5 - 11,204,Fr,2.0,5.0,Michigan State,12,34,483,4,14.21,"40.25
"
WR,Aaron,Taliaferro,6 - 0,162,Sr,2.0,2.0,Arkansas,1,5,58,1,11.60,"58.00
"
TE,Toby,Harvey,6 - 3,233,So,2.5,2.5,Florida State,3,6,87,0,14.50,"29.00
"
WR,Sean,McIlroy,6 - 1,175,Jr,2.0,2.0,Rice,4,8,114,2,14.25,"28.50
"
WR,Anton,Chung,6 - 4,210,(Fr),2.0,3.0,Illinois,10,17,182,4,10.71,"18.20
"
TE,Patrick,Witherspoon,6 - 1,216,(Fr),1.0,2.5,Miami OH,10,64,684,9,10.69,"68.40
"
TE,Omari,Waddy,6 - 1,221,Sr,3.5,3.5,Penn State,3,8,72,2,9.00,"24.00
"
RB,Orlando,McKay,5 - 10,172,(Fr),1.0,3.5,San Jose State,1,7,73,1,10.43,"73.00
"
FB,Angel,Lewis,6 - 2,228,(Sr),3.0,3.0,Nevada,1,1,19,0,19.00,"19.00
"
WR,Jeffery,O'Neill,6 - 3,220,So,2.0,2.0,Louisville,3,6,77,2,12.83,"25.67
"
WR,Tyrone,Whitfield,6 - 3,197,Jr,4.0,4.0,Texas Tech,13,55,806,3,14.65,"62.00
"
RB,Josh,Gray,5 - 8,186,(So),3.0,4.0,Duke,2,7,69,2,9.86,"34.50
"
WR,Fred,Ramsey,6 - 3,204,So,1.0,2.0,Western Michigan,10,26,355,4,13.65,"35.50
"
TE,Benjamin,Carter,6 - 4,225,Sr,3.0,3.5,ECU,9,19,279,2,14.68,"31.00
"
WR,James,Jenkins,6 - 4,191,(Fr),1.0,1.5,Ohio,1,3,34,0,11.33,"34.00
"
TE,Johnny,Duerson,6 - 5,238,(Jr),3.5,4.5,Syracuse,5,12,180,1,15.00,"36.00
"
WR,Calvin,Zimmerman,6 - 1,181,So,3.5,4.0,Colorado,12,41,593,3,14.46,"49.42
"
TE,D.J.,Gibson,6 - 5,232,(Jr),4.0,5.0,North Carolina,8,55,585,9,10.64,"73.12
"
TE,Bradley,Cantu,6 - 5,256,(Fr),2.0,3.5,Kansas,1,1,24,0,24.00,"24.00
"
WR,Brent,Jones,6 - 4,177,Jr,2.5,2.5,UCLA,1,2,28,1,14.00,"28.00
"
WR,Spencer,Saul,6 - 3,197,(Jr),4.0,4.0,Texas,5,15,194,0,12.93,"38.80
"
WR,Brad,McMichael,6 - 1,204,So,3.0,3.5,Penn State,1,2,22,1,11.00,"22.00
"
WR,Cecil,Simmons,6 - 2,192,So,2.0,2.5,Fresno State,3,10,201,1,20.10,"67.00
"
RB,Cameron,Boykin,5 - 7,226,Fr,2.5,2.5,Kansas State,2,4,58,1,14.50,"29.00
"
TE,Joseph,Baum,6 - 2,237,(Sr),4.0,4.0,Penn State,8,25,331,6,13.24,"41.38
"
FB,Donnie,Hubbert,5 - 11,229,Sr,5.0,5.0,Nebraska,1,2,19,1,9.50,"19.00
"
TE,Santana,Barrow,6 - 5,220,Sr,2.5,2.5,Texas Tech,8,31,370,4,11.94,"46.25
"
RB,William,Carlson,5 - 11,192,(Fr),2.0,4.0,Purdue,1,1,5,1,5.00,"5.00
"
TE,Tiki,Maslowski,6 - 3,229,(Jr),4.5,4.5,California,3,12,139,2,11.58,"46.33
"
WR,Jess,Robinson,6 - 2,187,(Sr),2.5,2.5,Mississippi State,6,17,211,1,12.41,"35.17
"
TE,LeRoy,Dunn,6 - 6,239,Sr,4.5,4.5,NC State,8,27,413,7,15.30,"51.62
"
WR,George,Lewis,5 - 11,181,(Jr),5.0,5.0,UCLA,12,95,1292,7,13.60,"107.67
"
TE,William,Graves,6 - 4,238,(Fr),2.5,3.5,BYU,6,27,324,5,12.00,"54.00
"
RB,Paul,Cleveland,5 - 10,187,(So),3.0,3.5,North Texas,1,6,113,1,18.83,"113.00
"
WR,John,Pitts,6 - 4,189,Jr,1.0,2.5,Central Michigan,3,4,124,1,31.00,"41.33
"
WR,Andre,Price,6 - 3,180,(Fr),1.5,3.0,Marshall,1,5,58,2,11.60,"58.00
"
TE,Jacory,Alexander,6 - 2,224,Jr,3.5,3.5,Washington State,1,3,38,0,12.67,"38.00
"
WR,Sean,Gannon,6 - 1,192,Jr,2.5,2.5,Iowa,1,2,22,1,11.00,"22.00
"
WR,Ricky,Chambers,6 - 1,193,Sr,5.0,5.0,Alabama,10,58,765,7,13.19,"76.50
"
TE,Oliver,Peal,6 - 1,245,(So),3.0,3.5,Iowa,10,37,468,7,12.65,"46.80
"
RB,K.J.,Richards,5 - 11,229,(So),4.0,4.0,Minnesota,4,12,152,3,12.67,"38.00
"
TE,Erasmus,High,6 - 0,217,(So),5.0,5.0,Alabama,5,18,230,5,12.78,"46.00
"
TE,Darius,Mitchell,6 - 1,216,(So),4.0,4.5,Nebraska,3,10,126,2,12.60,"42.00
"
WR,John,Mitchell,6 - 2,229,So,2.0,3.5,Houston,1,2,35,1,17.50,"35.00
"
TE,Leo,Adams,6 - 3,224,Jr,1.0,2.0,Eastern Michigan,1,5,60,0,12.00,"60.00
"
WR,John,Collins,5 - 11,168,So,2.0,2.5,Texas A&M,1,5,56,1,11.20,"56.00
"
FB,Frank,Lindsey,6 - 1,203,Jr,2.5,3.0,Louisville,1,1,3,0,3.00,"3.00
"
TE,Matt,Stone,6 - 4,236,(So),4.0,5.0,UCLA,6,36,432,5,12.00,"72.00
"
TE,John,Raiola,6 - 3,239,(Sr),4.0,4.0,UCLA,1,2,29,0,14.50,"29.00
"
WR,Darryl,McGlockton,6 - 1,199,(So),4.0,4.0,USC,8,44,495,1,11.25,"61.88
"
WR,Curtis,Reed,5 - 11,190,Jr,2.0,2.0,Cincinnati,2,7,94,1,13.43,"47.00
"
WR,John,Olmstead,6 - 3,194,Sr,2.5,2.5,Maryland,1,1,28,0,28.00,"28.00
"
WR,Hines,Mertens,5 - 8,176,(Sr),5.0,5.0,LSU,12,63,911,7,14.46,"75.92
"
WR,Eric,Lee,6 - 2,185,(Sr),1.5,1.5,Connecticut,1,3,28,1,9.33,"28.00
"
WR,Darrell,Mack,6 - 2,156,Sr,5.0,5.0,Alabama,13,73,1100,9,15.07,"84.62
"
RB,Asante,Sowell,6 - 3,194,(So),3.5,5.0,Wisconsin,4,12,148,4,12.33,"37.00
"
WR,Jason,Coronado,5 - 11,182,Jr,3.0,3.0,Georgia State,4,6,96,0,16.00,"24.00
"
WR,Robert,Gleason,6 - 2,198,So,2.0,3.0,Wake Forest,11,31,571,1,18.42,"51.91
"
WR,James,Brown,5 - 9,190,Sr,3.0,3.0,Colorado State,13,102,1254,15,12.29,"96.46
"
TE,Ken,Milanese,6 - 5,230,(Sr),3.0,3.0,Arizona State,2,4,51,0,12.75,"25.50
"
WR,Martin,McDonald,6 - 1,179,Fr,1.0,2.5,Bowling Green,2,2,51,0,25.50,"25.50
"
WR,Vontae,Powell,5 - 11,199,(So),3.5,4.5,Navy,12,34,461,2,13.56,"38.42
"
RB,Keyshawn,Polsfoot,6 - 1,206,(So),4.0,4.0,Army,2,6,93,2,15.50,"46.50
"
TE,Tim,Gibson,6 - 3,231,(Sr),3.0,3.0,Colorado,1,1,20,0,20.00,"20.00
"
WR,Derrick,Schwartz,6 - 0,155,(Jr),4.5,4.5,Kentucky,12,81,996,7,12.30,"83.00
"
WR,James,Armstrong,5 - 11,172,So,1.0,2.5,Central Michigan,2,3,39,1,13.00,"19.50
"
RB,Larry,Holleyman,5 - 11,187,(Jr),5.0,5.0,Tennessee,1,3,38,1,12.67,"38.00
"
WR,Chris,Breaux,5 - 11,188,Sr,2.0,2.0,Oklahoma State,1,1,38,0,38.00,"38.00
"
WR,Robert,Johnson,6 - 1,175,Fr,1.0,1.5,Western Michigan,6,14,133,3,9.50,"22.17
"
WR,Troy,Spikes,5 - 11,174,(Jr),3.0,3.0,Tennessee,2,3,64,0,21.33,"32.00
"
WR,John,Shepherd,6 - 3,220,So,1.5,3.5,Indiana,5,11,125,1,11.36,"25.00
"
TE,Anthony,Baumhower,6 - 1,237,Sr,4.0,4.0,Oklahoma State,5,15,168,3,11.20,"33.60
"
WR,Michael,Nichols,6 - 5,174,Jr,3.0,3.0,SMU,12,30,441,1,14.70,"36.75
"
WR,Apelu,Faapo,5 - 10,188,Fr,1.5,3.5,Virginia,5,32,340,3,10.62,"68.00
"
TE,Christopher,Burns,6 - 1,236,So,2.0,3.0,BYU,1,2,29,0,14.50,"29.00
"
RB,Charles,Rocha,5 - 10,185,So,2.5,4.0,Nevada,1,1,15,0,15.00,"15.00
"
WR,Isaiah,Cronin,6 - 1,174,(Fr),2.0,5.0,Ohio State,12,48,747,4,15.56,"62.25
"
WR,Fred,Roberts,6 - 2,218,So,2.0,3.0,Wake Forest,3,6,79,1,13.17,"26.33
"
RB,Buzz,Etcheverry,5 - 10,182,(Sr),5.0,5.0,UCF,3,7,110,3,15.71,"36.67
"
RB,Christopher,Rodriguez,5 - 11,191,Sr,4.0,4.0,Ball State,2,4,52,0,13.00,"26.00
"
WR,Anderson,Montoya,6 - 1,178,Fr,2.5,3.5,Vanderbilt,4,9,114,2,12.67,"28.50
"
