 Position 
ATH,Jackson,Gibson,76,240,2018,Run Blocking,3.0,5.0,Auburn,7,22,350,5,15.91
3.0,3.0,Marshall,2018,12,WR,698,2,12.93,"
",Jaheim,Lockett,76,185,Jr
Speed,3.0,3.0,Northwestern,2018,"
",25,304,3,12.16,WR,Brian,Logan,77,219
Sr,Target,3.5,3.5,Missouri,15.67,6,15,235,1,"
",WR,Owen,Lomax,78
186,(Jr),Speed,2.0,2.0,6,2018,8,33,462,14.00,"
",WR,Will,London
75,205,(Sr),Target,4.0,452,Tennessee,2018,7,33,3,13.70,"
",WR,Jose
Long,71,166,Fr,Speed,33,3.5,FIU,2018,12,413,1,12.52,"
",WR
Noel,Lujan,74,158,So,1,2.5,4.0,Arkansas,2018,5,70,1,14.00,"
"
WR,Malik,Lundy,73,188,2018,Speed,2.5,3.5,North Texas,9,32,398,4,12.44
"
",WR,Nasir,Mackey,71,Florida,Fr,Speed,1.0,2.0,2018,8,35,410,4
11.71,"
",WR,Roger,Marin,2.5,190,(Sr),Speed,2.5,Clemson,2018,2,5,55
1,11.00,"
",WR,Jared,1.0,73,220,Fr,Target,3.0,Oklahoma,2018,2,3
33,2,11.00,"
",WR,Speed,Marroquin,71,161,(So),3.0,4.0,Auburn,2018,10
53,784,5,14.79,"
",(Jr),Peter,Marsh,76,215,Target,3.5,4.0,SMU,2018
11,53,904,7,17.06,174,WR,Daniel,Marshall,73,(Jr),Speed,4.5,4.5,Arizona State
2018,11,56,927,10,77,"
",WR,Dennis,Martinez,183,(Jr),Target,2.5,2.5
Tulane,2018,4,17,279,Martinez,16.41,"
",WR,Shawn,70,191,Fr,Target,1.0
2.5,UTSA,2018,1,1,Alexei,0,29.00,"
",WR,Maslowski,71,188,(Sr),Target
3.5,3.5,Michigan State,2018,4,WR,191,2,12.73,"
",Justin,McCain,74,181,Jr
Speed,4.5,4.5,North Carolina,2018,"
",57,711,5,12.47,WR,Josiah,McCray,73,199
(So),Target,4.0,5.0,Clemson,12.66,12,67,848,3,"
",WR,Miles,McCullough,73
195,So,Target,2.5,3.5,4,2018,5,13,199,15.31,"
",WR,Julio,McDaniel
74,225,(Jr),Target,3.5,288,Washington,2018,5,20,2,14.40,"
",WR,Tyrone
McGee,75,205,Sr,Target,69,5.0,Nebraska,2018,11,955,10,13.84,"
",WR
Edward,McGinnis,76,212,(Jr),9,3.5,3.5,San Diego State,2018,23,293,4,12.74,"
"
WR,Darryl,McGlockton,73,199,2018,Speed,4.0,4.0,USC,7,38,490,3,12.89
"
",WR,William,McLaughlin,72,Colorado,(Jr),Speed,3.5,3.5,2018,5,16,235,3
14.69,"
",WR,Brad,McMichael,3.5,204,Sr,Speed,3.5,Temple,2018,6,20,292
4,14.60,"
",WR,Kevin,4.5,73,153,Sr,Speed,4.5,Mississippi State,2018,11,56
775,5,13.84,"
",WR,Target,McMurray,76,222,(Jr),3.0,3.0,Vanderbilt,2018,1
2,31,0,15.50,"
",Jr,Martin,Mcdonald,73,179,Target,2.5,2.5,Bowling Green,2018
9,33,409,4,12.39,197,WR,Evan,Medley,73,Jr,Target,3.5,4.5,North Carolina
2018,10,35,465,1,73,"
",WR,John,Metz,153,Sr,Speed,2.5,3.5
Wake Forest,2018,5,10,122,Middleton,12.20,"
",WR,Mike,72,219,(Sr),Speed,4.0
4.0,Hawaii,2018,9,58,Lee,8,14.19,"
",WR,Miller,74,160,Sr,Speed
3.0,3.0,Virginia Tech,2018,7,WR,313,5,12.52,"
",Charles,Mitchell,72,211,Sr
Target,3.5,3.5,Tennessee,2018,"
",17,237,3,13.94,WR,John,Mitchell,74,229
Sr,Target,3.5,3.5,Houston,15.47,9,70,1083,6,"
",WR,Cameron,Montgomery,73
204,Jr,Speed,2.5,2.5,1,2018,3,8,98,12.25,"
",WR,James,Montgomery
73,161,(Jr),Speed,4.0,505,Florida State,2018,9,36,4,14.03,"
",WR,Lamont
Montgomery,77,234,Jr,Target,20,3.5,Kansas,2018,4,285,2,14.25,"
",WR
Anderson,Montoya,73,178,Jr,7,3.5,3.5,Vanderbilt,2018,22,316,4,14.36,"
"
WR,Sebastian,Moore,73,197,2018,Target,2.5,2.5,Kentucky,8,37,421,6,11.38
"
",WR,William,Moore,73,Boston College,(Jr),Speed,4.5,4.5,2018,11,84,1422,11
16.93,"
",WR,Cecil,Morris,2.0,186,(Fr),Speed,1.0,Old Dominion,2018,3,3,29
0,9.67,"
",WR,Jason,3.0,77,187,(Jr),Target,3.0,San Jose State,2018,7,45
587,5,13.04,"
",WR,Target,Morrison,78,210,(Jr),3.5,4.5,Boston College,2018,5
29,422,5,14.55,"
",(Jr),Robert,Mott,71,170,Speed,3.5,3.5,South Carolina,2018
6,17,199,2,11.71,219,WR,Bill,Mueller,74,Fr,Target,1.5,3.5,Army
2018,1,1,13,1,74,"
",WR,Joseph,Mulinu'u,217,So,Target,2.5,3.5
Alabama,2018,6,26,465,Murphy,17.88,"
",WR,Dan,73,196,(Sr),Speed,4.0
4.0,Iowa,2018,11,72,Joseph,7,14.94,"
",WR,Murphy,74,180,Sr,Speed
3.0,3.0,UCF,2018,3,WR,78,0,9.75,"
",Steven,Muse,77,199,So
Target,1.5,3.0,Bowling Green,2018,"
",18,253,2,14.06,WR,Elijah,Myrick,73,167
Fr,Speed,1.0,3.5,Memphis,13.88,8,24,333,2,"
",WR,Ryan,Neal,73
214,So,Speed,2.0,2.5,1,2018,2,4,51,12.75,"
",WR,Clement,Neeley
72,186,Sr,Speed,3.0,66,Nebraska,2018,2,5,1,13.20,"
",WR,Denzel
Negrete,72,184,Jr,Speed,5,2.5,Texas A&M,2018,2,212,3,42.40,"
",WR
John,Nelson,74,233,Sr,12,4.0,4.0,Georgia Tech,2018,54,686,2,12.70,"
"
WR,Mark,Nicholson,75,188,2018,Speed,1.5,3.5,Charlotte,6,20,255,0,12.75
"
",WR,Steven,Noel,70,Illinois,(So),Speed,2.5,3.5,2018,3,9,113,0
12.56,"
",WR,Jaheim,Norman,2.0,182,Fr,Speed,2.0,Wisconsin,2018,4,10,129
1,12.90,"
",WR,Stephen,3.0,73,212,Sr,Speed,3.0,Western Kentucky,2018,9,56
640,1,11.43,"
",WR,Speed,Oldham,72,155,(So),4.5,5.0,Iowa State,2018,12
58,1064,7,18.34,"
",Sr,Adam,Oliver,76,192,Speed,3.5,3.5,Eastern Michigan,2018
12,51,677,1,13.27,165,WR,Gary,Olson,69,Sr,Speed,2.5,2.5,Kentucky
2018,2,9,121,2,70,"
",WR,Max,Olson,192,So,Speed,2.0,3.5
Utah State,2018,11,54,796,Ortiz,14.74,"
",WR,Vincent,73,174,(Jr),Speed,4.0
4.5,New Mexico,2018,12,69,Alex,6,16.45,"
",WR,Otto,74,173,Fr,Speed
2.0,2.5,Oregon State,2018,8,WR,341,4,11.00,"
",Joseph,Page,75,220,(Jr)
Target,3.5,3.5,South Carolina,2018,"
",29,351,2,12.10,WR,Jeremy,Painter,70,176
(Sr),Speed,3.5,3.5,SMU,11.80,2,5,59,1,"
",WR,Samir,Palmer,70
214,(Fr),Speed,2.0,3.5,1,2018,5,12,103,8.58,"
",WR,Charles,Parker
75,220,(Jr),Target,3.5,163,Stanford,2018,5,13,3,12.54,"
",WR,Dave
Parker,78,159,(So),Target,74,3.5,Northern Illinois,2018,12,995,6,13.45,"
",WR
William,Parsons,71,187,Sr,2,2.5,2.5,Auburn,2018,8,149,0,18.62,"
"
WR,Morgan,Patton,75,193,2018,Target,2.5,5.0,Penn State,8,38,660,6,17.37
"
",WR,Danny,Paz,72,Duke,Jr,Target,4.0,4.5,2018,11,55,790,4
14.36,"
",WR,James,Pearson,2.0,196,(Jr),Speed,2.0,Miami (OH),2018,1,3,29
1,9.67,"
",WR,Thomas,2.5,77,217,(Jr),Target,2.5,Ole Miss,2018,5,16
258,3,16.12,"
",WR,Target,Pease,73,230,So,2.5,4.5,Ball State,2018,6
29,422,4,14.55,"
",Sr,Mark,Peebles,78,191,Target,1.0,1.0,Charlotte,2018
1,3,41,0,13.67,215,WR,Jerry,Pena,78,(Jr),Target,3.5,3.5,Iowa State
2018,4,8,108,2,72,"
",WR,Messiah,Pennel,215,So,Target,2.0,2.5
Toledo,2018,5,14,185,Peppers,13.21,"
",WR,Nicholas,73,218,So,Target,1.5
2.5,USC,2018,2,6,Humberto,2,12.50,"
",WR,Perez,75,215,Sr,Target
3.0,3.0,California,2018,10,WR,373,0,13.32,"
",Zachary,Perkins,69,188,Jr
Speed,3.0,3.0,Texas Tech,2018,"
",36,515,7,14.31,WR,Eddie,Phan,75,229
Sr,Target,1.0,1.0,Virginia Tech,9.33,1,3,28,1,"
",WR,Jack,Phillips,75
203,Sr,Target,2.5,2.5,0,2018,1,3,51,17.00,"
",WR,Justice,Pierre
74,215,(So),Target,3.0,630,UCF,2018,12,41,2,15.37,"
",WR,Logan
Porter,73,202,Sr,Target,28,3.0,Colorado State,2018,4,322,3,11.50,"
",WR
Vontae,Powell,71,199,(Sr),12,4.5,4.5,Navy,2018,75,949,8,12.65,"
"
WR,Andre,Price,75,180,2018,Speed,3.0,3.0,Marshall,2,8,105,0,13.12
"
",WR,Israel,Price,73,Auburn,Jr,Speed,3.0,3.0,2018,6,23,232,1
10.09,"
",WR,Richard,Quigley,1.5,183,Jr,Target,1.0,FIU,2018,1,2,24
0,12.00,"
",WR,Artemio,5.0,73,171,Sr,Speed,5.0,Oregon,2018,12,64
861,7,13.45,"
",WR,Speed,Ramos,75,214,(Sr),3.5,3.5,Boston College,2018,3
13,202,3,15.54,"
",(Jr),Thomas,Rankin,72,178,Speed,3.5,3.5,Kentucky,2018
8,51,632,5,12.39,190,WR,Marcus,Ratterman,76,(Sr),Speed,5.0,5.0,Hawaii
2018,11,95,1344,12,71,"
",WR,Dennis,Reyna,168,(Jr),Speed,3.5,3.5
Iowa State,2018,8,28,335,Rice,11.96,"
",WR,Dan,73,175,(Sr),Speed,3.5
3.5,TCU,2018,7,37,Harold,3,12.08,"
",WR,Rice,74,169,Sr,Speed
2.5,2.5,Navy,2018,5,WR,145,2,9.67,"
",Jonathon,Rich,70,194,Jr
Speed,1.5,1.5,Eastern Michigan,2018,"
",1,16,0,16.00,WR,William,Rich,74,197
(Jr),Target,1.5,2.0,Eastern Michigan,13.73,4,11,151,0,"
",WR,Brandon,Ricks,74
204,So,Target,2.0,2.5,1,2018,2,3,58,19.33,"
",WR,Bruce,Riley
73,219,(Jr),Target,4.5,786,Notre Dame,2018,11,49,2,16.04,"
",WR,Samuel
Ritter,74,218,So,Target,85,4.0,Pittsburgh,2018,10,986,6,11.60,"
",WR
Niles,Rivera,71,156,(Sr),5,2.0,2.0,Rutgers,2018,26,268,3,10.31,"
"
WR,Bennie,Robinson,73,173,2018,Speed,1.0,2.0,Charlotte,9,28,294,2,10.50
"
",WR,Paul,Robinson,71,UCLA,Sr,Speed,4.0,4.0,2018,12,56,866,4
15.46,"
",WR,Raheem,Robinson,5.0,192,Jr,Speed,5.0,Oklahoma State,2018,12,77,1010
7,13.12,"
",WR,Earl,3.0,72,171,(Jr),Speed,3.0,Notre Dame,2018,4,7
98,3,14.00,"
",WR,Target,Rogers,69,180,Sr,1.0,1.0,FIU,2018,1
2,24,0,12.00,"
",So,Patrick,Rollins,69,180,Speed,3.5,3.5,Indiana,2018
11,40,628,2,15.70,214,WR,Shannon,Roman,73,(Jr),Target,3.5,3.5,Kent State
2018,11,42,578,4,73,"
",WR,T.J.,Ropati,159,Sr,Speed,4.0,4.0
Louisville,2018,12,61,860,Rosario,14.10,"
",WR,Christopher,77,196,Sr,Target,3.0
3.0,Akron,2018,5,18,Mohammed,1,12.83,"
",WR,Roth,73,153,So,Speed
1.5,3.0,Connecticut,2018,4,WR,169,4,14.08,"
",Rodney,Rowe,77,180,Jr
Target,1.5,2.5,UNLV,2018,"
",2,19,0,9.50,WR,Joshua,Roy,75,181
Sr,Speed,2.5,2.5,Colorado,10.00,1,2,20,0,"
",WR,Keith,Royal,73
226,(Fr),Target,2.5,3.0,1,2018,2,7,83,11.86,"
",WR,Tyrone,Ruddy
74,188,(Sr),Target,2.5,79,Utah,2018,2,7,1,11.29,"
",WR,Omari
Ruff,73,157,So,Speed,29,4.0,NC State,2018,11,383,0,13.21,"
",WR
Ahe,Salanoa,73,187,So,8,2.0,4.0,Oklahoma,2018,24,356,0,14.83,"
"
WR,Cayden,Sampson,71,217,2018,Speed,2.0,3.0,Kent State,3,7,91,1,13.00
"
",WR,Eugene,Sanders,75,Texas Tech,(Jr),Target,4.5,4.5,2018,9,66,887,8
13.44,"
",WR,Robert,Santiago,4.0,163,(Jr),Speed,4.0,Kentucky,2018,10,94,1114
6,11.85,"
",WR,Jeremy,4.5,71,216,(Sr),Target,4.5,Colorado State,2018,12,130
1715,14,13.19,"
",WR,Speed,Schultz,74,158,So,1.5,2.5,Wisconsin,2018,1
1,17,1,17.00,"
",Jr,Elijah,Seals,71,152,Speed,3.0,3.0,Iowa,2018
4,11,210,4,19.09,192,WR,Ricky,Seau,72,Fr,Target,1.0,4.0,Kansas State
2018,6,9,122,2,74,"
",WR,Devon,Sewell,216,Fr,Target,2.5,3.5
Louisville,2018,12,36,466,Sewell,12.94,"
",WR,Kevin,73,211,Sr,Target,3.0
3.0,Virginia Tech,2018,8,44,John,2,13.52,"
",WR,Shepherd,75,220,Sr,Target
3.5,3.5,Indiana,2018,9,WR,404,5,13.93,"
",Cecil,Simmons,74,192,Sr
Target,2.5,2.5,Fresno State,2018,"
",9,119,2,13.22,WR,Tommy,Simonton,72,200
(Sr),Speed,4.0,4.0,Arizona,12.12,6,17,206,2,"
",WR,Dwayne,Simpson,73
202,(Fr),Target,2.0,4.0,3,2018,11,48,660,13.75,"
",WR,Ron,Sims
73,172,Sr,Speed,2.0,194,Tulsa,2018,5,16,3,12.12,"
",WR,Nicolas
Singer,73,203,(So),Target,2,3.0,Florida State,2018,1,23,0,11.50,"
",WR
Darian,Sitton,74,156,Fr,12,2.0,4.0,Ole Miss,2018,61,914,4,14.98,"
"
WR,Angelo,Smith,75,216,2018,Target,3.0,3.0,Rutgers,10,85,872,5,10.26
"
",WR,Charles,Smith,72,LSU,Sr,Speed,2.5,2.5,2018,1,3,35,0
11.67,"
",WR,Christopher,Smith,2.5,163,Sr,Target,2.5,Nevada,2018,4,12,166
3,13.83,"
",WR,Danny,3.0,73,166,Sr,Speed,3.0,Mississippi State,2018,4,9
128,1,14.22,"
",WR,Target,Spaczek,74,201,Fr,2.0,4.0,Duke,2018,11
42,670,7,15.95,"
",Fr,Ethan,Spencer,70,189,Target,1.0,2.5,Southern Miss,2018
2,5,23,0,4.60,159,WR,Norman,Spencer,69,(Jr),Speed,4.0,4.0,Maryland
2018,11,65,1025,3,74,"
",WR,Jason,Stemrick,213,(Sr),Target,3.5,3.5
Boise State,2018,5,11,137,Stevens,12.45,"
",WR,Charles,74,181,(So),Speed,3.0
3.0,Western Michigan,2018,12,46,Rory,2,12.26,"
",WR,Stevens,72,164,Fr,Speed
1.0,3.5,Texas,2018,1,WR,26,1,8.67,"
",Luke,Steward,71,209,Fr
Speed,1.5,2.5,Oregon State,2018,"
",3,29,1,9.67,WR,Ramon,Stewart,73,177
(Jr),Target,4.5,4.5,USF,15.30,12,63,964,5,"
",WR,Alvin,Stubblefield,70
160,Sr,Speed,2.0,2.0,1,2018,1,3,41,13.67,"
",WR,Patrick,Stuvaints
72,216,(Sr),Target,3.5,556,Colorado,2018,10,49,3,11.35,"
",WR,Dan
Summerell,74,197,(Sr),Speed,100,3.0,Utah,2018,12,1206,4,12.06,"
",WR
Timmy,Sutton,70,154,(So),10,3.0,4.0,Kansas,2018,44,581,6,13.20,"
"
WR,Nathaniel,Swain,76,215,2018,Target,2.0,3.0,Miami (OH),8,34,436,4,12.82
"
",WR,K.J.,Sykes,76,Washington State,(Sr),Target,3.0,3.0,2018,5,21,331,5
15.76,"
",WR,Maxwell,Tagaloa,2.5,172,(??),Speed,2.5,NC State,2018,9,15,257
1,17.13,"
",WR,Elijah,4.0,74,226,(So),Target,4.0,Washington State,2018,7,32
454,4,14.19,"
",WR,Speed,Tanner,73,165,Sr,3.0,3.0,Michigan State,2018,1
4,44,1,11.00,"
",Sr,David,Taylor,78,195,Speed,3.0,3.0,UAB,2018
12,44,542,2,12.32,200,WR,Michael,Taylor,77,Sr,Speed,1.5,1.5,UTEP
2018,1,1,5,0,71,"
",WR,Jeffery,Templeton,184,(So),Target,3.5,3.5
Ohio,2018,8,27,352,Terrell,13.04,"
",WR,Clarence,72,177,(Jr),Speed,3.5
3.5,Rice,2018,12,67,Jalen,3,13.18,"
",WR,Terry,69,166,So,Speed
1.5,3.5,Ohio,2018,8,WR,249,0,13.11,"
",Lindsey,Thomas,71,163,(Jr)
Speed,4.5,4.5,Arizona,2018,"
",47,656,5,13.96,WR,Adrian,Thompson,74,228
Sr,Target,2.0,2.0,Miami (FL),14.23,4,13,185,4,"
",WR,Jorge,Thompson,71
169,Sr,Speed,3.0,3.0,1,2018,9,27,433,16.04,"
",WR,Chase,Thurman
76,218,(Jr),Target,2.5,418,Northwestern,2018,7,32,5,13.06,"
",WR,Joseph
Thurston,72,210,(So),Target,36,5.0,Michigan State,2018,9,466,2,12.94,"
",WR
Devon,Tillman,74,153,So,11,2.0,4.0,Kansas State,2018,35,474,1,13.54,"
"
WR,Jayden,Tinsley,70,187,2018,Speed,2.0,3.5,Baylor,8,22,321,3,14.59
"
",WR,Everett,Tipton,72,TCU,Sr,Target,3.0,3.0,2018,1,2,24,0
12.00,"
",WR,Thaddeus,Torrez,3.5,175,(So),Speed,3.5,Kent State,2018,11,48,611
3,12.73,"
",WR,Walter,1.0,71,182,Fr,Speed,1.5,UNLV,2018,4,8
75,0,9.38,"
",WR,Speed,Trammell,69,150,So,2.0,3.0,Virginia,2018,4
17,239,3,14.06,"
",Sr,Clarence,Tran,74,227,Target,3.5,3.5,Akron,2018
10,32,476,1,14.88,223,WR,Keith,Triplett,77,So,Target,2.0,3.0,Rice
2018,8,24,325,5,73,"
",WR,Bobby,Turner,193,Sr,Speed,2.5,2.5
Northern Illinois,2018,3,7,122,Vanhorn,17.43,"
",WR,Connor,70,163,(So),Speed,3.5
3.5,Army,2018,10,29,Adam,2,11.17,"
",WR,Vann,70,220,(So),Target
3.0,4.0,LSU,2018,10,WR,646,2,13.74,"
",Brandon,Vaughn,73,205,(So)
Target,4.0,4.0,Stanford,2018,"
",75,1052,7,14.03,WR,Joseph,Vaughn,72,162
Sr,Speed,2.0,2.0,Kansas State,15.67,2,6,94,1,"
",WR,Dale,Villa,77
218,Sr,Target,4.0,4.0,4,2018,10,44,633,14.39,"
",WR,Albert,Villarreal
75,186,Jr,Target,2.5,75,Louisiana Tech,2018,1,5,0,15.00,"
",WR,Sean
Waller,74,167,(So),Speed,27,4.5,USC,2018,7,340,4,12.59,"
",WR
Jose,Walling,68,167,Jr,9,1.5,3.0,FIU,2018,18,257,1,14.28,"
"
WR,Travis,Warren,71,153,2018,Speed,4.0,4.0,BYU,4,12,137,1,11.42
"
",WR,Eric,Watson,70,Boise State,(Jr),Speed,5.0,5.0,2018,11,46,719,6
15.63,"
",WR,J.C.,Weldon,5.0,183,Fr,Target,3.0,Marshall,2018,12,100,1363
17,13.63,"
",WR,Eugene,3.0,75,200,Sr,Target,3.0,Houston,2018,3,12
196,2,16.33,"
",WR,Target,Williams,74,231,(Jr),3.5,3.5,Syracuse,2018,10
41,530,6,12.93,"
",(Jr),David,Wilson,75,158,Speed,3.5,3.5,South Carolina,2018
12,66,861,3,13.05,173,WR,Thomas,Wilson,70,Fr,Target,1.0,2.5,FAU
2018,4,23,223,0,72,"
",WR,Troy,Wilson,150,Sr,Speed,4.5,4.5
Cincinnati,2018,11,35,480,Wilson,13.71,"
",WR,Tyrus,74,190,(Jr),Speed,4.5
4.5,Michigan,2018,12,79,Brody,13,18.13,"
",WR,Wiseman,75,183,(Fr),Target
2.0,4.0,Tulane,2018,6,WR,229,3,12.72,"
",Dillon,Wolff,72,162,Jr
Speed,3.0,3.0,Connecticut,2018,"
",23,357,1,15.52,WR,Thomas,Yang,76,179
(So),Speed,3.0,3.5,Toledo,13.80,12,55,759,5,"
",WR,Maurice,Yarbrough,73
167,(Fr),Speed,2.0,3.5,0,2018,1,1,5,5.00,"
",WR,Jerry,Young
73,150,Sr,Speed,3.5,321,Wake Forest,2018,8,26,0,12.35,"
",WR,John
Young,70,189,So,Target,2,2.0,Old Dominion,2018,1,40,0,20.00,"
",WR
Jayson,Zarate - Lima,75,229,(Fr),4,2.5,3.5,Ball State,2018,11,168,1,15.27,"
"
WR,Calvin,Zimmerman,73,181,2018,Speed,4.0,4.0,Colorado,12,54,734,0,13.59
"
"
